well_ID,Reaction_ID,analyte_smiles,analyte_class,data_entry,data_type,data_units,data_description
H1,SOCS2A-478-RP3573-7,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
H1,SOCS2A-478-RP3573-7,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
H1,SOCS2A-478-RP3573-7,Impurity5,impurity,5.561,Percentage Area,%,LCMS UV Peak percentage area
H1,SOCS2A-478-RP3573-7,Impurity5,impurity,158218.0,Area Absolute,AU,LCMS UV Peak absolute area
H1,SOCS2A-478-RP3573-7,Impurity6,impurity,2.138,Retention Time,min,Time at which compound elutes
H1,SOCS2A-478-RP3573-7,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
H1,SOCS2A-478-RP3573-7,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
H1,SOCS2A-478-RP3573-7,Impurity6,impurity,29.329,Percentage Area,%,LCMS UV Peak percentage area
H1,SOCS2A-478-RP3573-7,Impurity6,impurity,834423.0,Area Absolute,AU,LCMS UV Peak absolute area
H1,SOCS2A-478-RP3573-7,Impurity7,impurity,2.255,Retention Time,min,Time at which compound elutes
H1,SOCS2A-478-RP3573-7,Impurity7,impurity,0,ES+,Da/Q,Positive m/z
H1,SOCS2A-478-RP3573-7,Impurity7,impurity,0,ES-,Da/Q,Negative m/z
H1,SOCS2A-478-RP3573-7,Impurity7,impurity,1.038,Percentage Area,%,LCMS UV Peak percentage area
H1,SOCS2A-478-RP3573-7,Impurity7,impurity,29544.0,Area Absolute,AU,LCMS UV Peak absolute area
H1,SOCS2A-478-RP3573-7,Impurity8,impurity,2.583,Retention Time,min,Time at which compound elutes
H1,SOCS2A-478-RP3573-7,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
H1,SOCS2A-478-RP3573-7,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
H1,SOCS2A-478-RP3573-7,Impurity8,impurity,1.293,Percentage Area,%,LCMS UV Peak percentage area
H1,SOCS2A-478-RP3573-7,Impurity8,impurity,36785.0,Area Absolute,AU,LCMS UV Peak absolute area
H2,SOCS2A-478-RP3573-15,Cc1cc(-c2cn[nH]c2)n[nH]1,desired product,0,Retention Time,min,Time at which compound elutes
H2,SOCS2A-478-RP3573-15,Cc1cc(-c2cn[nH]c2)n[nH]1,desired product,0,ES+,Da/Q,Positive m/z
H2,SOCS2A-478-RP3573-15,Cc1cc(-c2cn[nH]c2)n[nH]1,desired product,0,ES-,Da/Q,Negative m/z
H2,SOCS2A-478-RP3573-15,Cc1cc(-c2cn[nH]c2)n[nH]1,desired product,0,Percentage Area,%,LCMS UV Peak percentage area
H2,SOCS2A-478-RP3573-15,Cc1cc(-c2cn[nH]c2)n[nH]1,desired product,0,Area Absolute,AU,LCMS UV Peak absolute area
H2,SOCS2A-478-RP3573-15,Impurity0,impurity,1.163,Retention Time,min,Time at which compound elutes
H2,SOCS2A-478-RP3573-15,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
H2,SOCS2A-478-RP3573-15,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
H2,SOCS2A-478-RP3573-15,Impurity0,impurity,0.239,Percentage Area,%,LCMS UV Peak percentage area
H2,SOCS2A-478-RP3573-15,Impurity0,impurity,2692.0,Area Absolute,AU,LCMS UV Peak absolute area
H2,SOCS2A-478-RP3573-15,Impurity4,impurity,1.748,Retention Time,min,Time at which compound elutes
H2,SOCS2A-478-RP3573-15,Impurity4,impurity,0,ES+,Da/Q,Positive m/z
H2,SOCS2A-478-RP3573-15,Impurity4,impurity,0,ES-,Da/Q,Negative m/z
H2,SOCS2A-478-RP3573-15,Impurity4,impurity,25.97,Percentage Area,%,LCMS UV Peak percentage area
H2,SOCS2A-478-RP3573-15,Impurity4,impurity,293043.0,Area Absolute,AU,LCMS UV Peak absolute area
H2,SOCS2A-478-RP3573-15,Impurity6,impurity,2.136,Retention Time,min,Time at which compound elutes
H2,SOCS2A-478-RP3573-15,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
H2,SOCS2A-478-RP3573-15,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
H2,SOCS2A-478-RP3573-15,Impurity6,impurity,73.241,Percentage Area,%,LCMS UV Peak percentage area
H2,SOCS2A-478-RP3573-15,Impurity6,impurity,826427.0,Area Absolute,AU,LCMS UV Peak absolute area
H2,SOCS2A-478-RP3573-15,Impurity7,impurity,2.24,Retention Time,min,Time at which compound elutes
H2,SOCS2A-478-RP3573-15,Impurity7,impurity,0,ES+,Da/Q,Positive m/z
H2,SOCS2A-478-RP3573-15,Impurity7,impurity,0,ES-,Da/Q,Negative m/z
H2,SOCS2A-478-RP3573-15,Impurity7,impurity,0.201,Percentage Area,%,LCMS UV Peak percentage area
H2,SOCS2A-478-RP3573-15,Impurity7,impurity,2270.0,Area Absolute,AU,LCMS UV Peak absolute area
H2,SOCS2A-478-RP3573-15,Impurity8,impurity,2.581,Retention Time,min,Time at which compound elutes
H2,SOCS2A-478-RP3573-15,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
H2,SOCS2A-478-RP3573-15,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
H2,SOCS2A-478-RP3573-15,Impurity8,impurity,0.349,Percentage Area,%,LCMS UV Peak percentage area
H2,SOCS2A-478-RP3573-15,Impurity8,impurity,3940.0,Area Absolute,AU,LCMS UV Peak absolute area
